basomrade,year,mean_income_aged_gt_20,post_secondary_education_min_3_years_aged_25_64,population_aged_gt_20,municipality
3534030_sankt_olofs_glesbygd_pilsbo,2009,330284.37,0.292775665,625,0191_sigtuna
5411200_sickla_industriomr,2002,330279.43,0.514450867,200,0182_nacka
1420320_tanto,2012,330251.61,0.557069847,1106,0180_stockholm
1420410_langholmen,2010,330229.21,0.333333333,118,0180_stockholm
2250310_backlura,2009,330214.04,0.232945092,1694,0180_stockholm
1430240_bjurholmsplan,2012,330205.44,0.440236991,4936,0180_stockholm
1320240_mariebergsparken,2007,330201.97,0.565217391,925,0180_stockholm
5310941_solgard,2010,330189.23,0.29982669,1497,0126_huddinge
3220500_ekero_glesbygd,2009,330173.1,0.265008576,1444,0125_ekero
2220840_minneberg,2007,330153.22,0.458982347,1423,0180_stockholm
2230200_kalvesta,2007,330107.73,0.30412844,2989,0180_stockholm
2120500_langsjo,2004,330089.37,0.338721528,1761,0180_stockholm
6321710_igelsta,2007,330074.2,0.320197044,279,0181_sodertalje
2160230_vastra_farsta,2014,330061.98,0.346311475,1357,0180_stockholm
5620520_sydvastra_ingaro,2013,330055.19,0.235772358,997,0120_varmdo
2230430_ostra_racksta,2007,330047.86,0.367619048,697,0180_stockholm
1210172_stureparken_v,2004,330043.3,0.49408284,541,0180_stockholm
6240550_osmo_norra_glesbygd,2012,329966.99,0.196759259,1082,0192_nynashamn
3710170_rastahem,2005,329949.97,0.3125,199,0184_solna
6410500_turinge_glesbygd,2012,329922.11,0.189837009,1345,0140_nykvarn
3250310_stenhamra,2014,329914.58,0.222222222,2424,0125_ekero
2160840_norra_skondal,2007,329906.68,0.340686275,702,0180_stockholm
5620530_langvik_klacknaset_skalsmara,2013,329902.1392,0.210212766,1652,0120_varmdo
5330430_snattringe_gard,2004,329894.53,0.257425743,367,0126_huddinge
3710330_stocksundstorp,2013,329868.53,0.449404762,516,0184_solna
6351200_enhorna_glesbygd,2013,329851.61,0.142984014,1549,0181_sodertalje
5513410_fardala,2005,329843.47,0.337209302,438,0138_tyreso
2250130_vastra_hasselby_gard,2012,329827.5,0.314345992,630,0180_stockholm
3220102_ostra_narlunda,2011,329779.58,0.327433628,382,0125_ekero
5411200_sickla_industriomr,2013,329742.35,0.540380048,1203,0182_nacka
3220500_ekero_glesbygd,2008,329729.6,0.249348393,1413,0125_ekero
3710580_pampas_marina_ingenting,2005,329727.56,0.396341463,183,0184_solna
3110260_satra,2001,329721.24,0.426499033,1446,0162_danderyd
1230320_tessinparken,2008,329721.14,0.50207087,3324,0180_stockholm
3542000_haga_forsamling,2011,329718.55,0.28340081,320,0191_sigtuna
4230100_lindholmen,2010,329700.03,0.266233766,583,0115_vallentuna
6351210_ekeby,2013,329692.47,0.184855234,731,0181_sodertalje
2110681_nyboda_o,2002,329677.66,0.416961131,322,0180_stockholm
6351210_ekeby,2012,329671.41,0.190578158,733,0181_sodertalje
3510260_norra_ekilla,2012,329648.81,0.136708861,580,0191_sigtuna
1410210_sodra_station_vast,2010,329635.5,0.385192127,1400,0180_stockholm
4122540_brunnby,2008,329570.47,0.220703125,700,0114_upplands_vasby
3710141_sodra_frosunda_norra_frosunda,2002,329562.44,0.483082707,625,0184_solna
6321720_ostertalje,2010,329499.09,0.314002829,1115,0181_sodertalje
6320550_ragnhildsborg,2014,329470.65,0.246,627,0181_sodertalje
5611140_hojdhagen,2013,329470.03,0.317528736,981,0120_varmdo
2110230_ekensberg,2012,329455.21,0.363358779,901,0180_stockholm
3910780_ostra_ensta,2000,329442.1,0.378896882,574,0160_taby
4133350_sodra_bollstanas,2006,329430.06,0.22319202,891,0114_upplands_vasby
6110450_kvisthamra,2013,329349.8,0.296717172,1355,0188_norrtalje
4133120_ostra_odenslunda,2012,329313.89,0.23023023,1325,0114_upplands_vasby
3250310_stenhamra,2013,329281.55,0.218343195,2413,0125_ekero
5511150_norra_hanviken,2007,329238.68,0.239754098,1362,0138_tyreso
3110340_kevinge,2009,329228.79,0.466071429,1030,0162_danderyd
4311810_rindo_centrum,2014,329176.61,0.308474576,431,0187_vaxholm
5411740_saltangen,2014,329169.67,0.399182561,1044,0182_nacka
2110810_norra_malarhojden,2004,329143.5,0.445607912,2337,0180_stockholm
1320220_svedbergsplan,2013,329115.93,0.462311558,810,0180_stockholm
1430230_katarina_kyrka,2009,329106.73,0.437379576,2050,0180_stockholm
4451420_svartgarn,2006,329104.98,0.233954451,574,0117_osteraker
3810320_tule,2008,329078.66,0.338951311,702,0183_sundbyberg
2110660_lovholmen,2009,329072.17,0.489051095,1002,0180_stockholm
4010500_kockbacka_bro_glesbygd_ostra_bro_sodra_bro,2010,329051.6481,0.257874016,594,0139_upplands_bro
5311030_segersminne,2010,329046.57,0.323851204,2006,0126_huddinge
4210440_karlberg_rickeby_okvista,2008,329015.79,0.263636364,1770,0115_vallentuna
1010290_oxtorget,2006,328998.26,0.392,279,0180_stockholm
4070160_sylta,2008,328980.27,0.254587156,487,0139_upplands_bro
2250310_backlura,2011,328918.88,0.243523316,1696,0180_stockholm
2240700_sundby,2007,328882.14,0.282818533,1331,0180_stockholm
2240640_solhems_villastad_nord,2005,328874.98,0.47804878,267,0180_stockholm
1310150_landstingshuset,2009,328826.81,0.488026424,1718,0180_stockholm
3312230_skogstorp,2014,328821.81,0.286982249,940,0123_jarfalla
5310950_horningsns_balingsnas,2010,328794.1,0.282018111,2249,0126_huddinge
2220900_ulvsunda,2010,328792.84,0.405682715,1655,0180_stockholm
4450230_hacksta,2010,328791.43,0.246987952,661,0117_osteraker
3411620_rudboda,2006,328789.27,0.436468647,1944,0186_lidingo
5222100_dalaro,2009,328784.05,0.240896359,1040,0136_haninge
2250130_vastra_hasselby_gard,2014,328782.76,0.334702259,648,0180_stockholm
3610660_landsnora,2003,328734.48,0.387001477,898,0163_sollentuna
5140711_tullinge_skog,2009,328726.05,0.295238095,1238,0127_botkyrka
3810410_hasthagen,2008,328718.35,0.356097561,487,0183_sundbyberg
3810400_duvbo,2006,328718.27,0.354982206,1546,0183_sundbyberg
1230120_historiska_musuet,2000,328716.54,0.44625,2285,0180_stockholm
1430220_ostra_aso,2014,328691.09,0.389274448,4178,0180_stockholm
5211940_osterhaninge_kyrka,2013,328689.94,0.184210526,418,0136_haninge
5320510_trangsunds_glesbygd,2011,328679.59,0.243902439,429,0126_huddinge
5712300_ronninge_centrum,2013,328659.25,0.271604938,472,0128_salem
2160130_fagersjovagen,2011,328655.39,0.302158273,410,0180_stockholm
2210830_runstensplan,2001,328646.47,0.4,1188,0180_stockholm
3910920_gripsvall,2002,328643.74,0.427083333,590,0160_taby
3110460_ekeby,2000,328634.63,0.479489517,1513,0162_danderyd
5515120_strand_norr_tyreso_strand_centrum_strand_syd_gimmersta,2006,328620.58,0.260655002,2530,0138_tyreso
3413600_mosstorp,2001,328614.68,0.420042644,602,0186_lidingo
5211440_vega_vega_soderhagen,2010,328603.1838,0.168646081,1502,0136_haninge
3710350_sodra_bergshamra,2008,328566.08,0.515052889,1635,0184_solna
5211140_norra_vendelso,2007,328560.84,0.264184397,708,0136_haninge
2210830_runstensplan,2003,328556.98,0.421599169,1146,0180_stockholm
4311730_tynningo,2007,328555.81,0.228,326,0187_vaxholm
4050500_habo_tibble_glesbygd,2013,328538.28,0.194594595,259,0139_upplands_bro
5432500_mensattra,2007,328529.52,0.264645072,1766,0182_nacka
3220270_sandudden,2003,328501.56,0.382284382,484,0125_ekero
2210200_beckomberga,2014,328478.75,0.371771218,3016,0180_stockholm
2120202_herrangen_o,2005,328437.99,0.33390411,767,0180_stockholm
3346110_skalby,2011,328432.39,0.257440476,2705,0123_jarfalla
5630400_kopparmora,2013,328418.17,0.13583815,456,0120_varmdo
1220110_ostermalmshallen,2009,328393.17,0.36809816,235,0180_stockholm
2160130_fagersjovagen,2013,328329.37,0.352071006,478,0180_stockholm
3210100_drottningholm,2005,328302.26,0.389830508,345,0125_ekero
1130110_atlasomradet,2009,328301.5,0.4996573,1751,0180_stockholm
6410100_nykvarn,2014,328269.16,0.189164371,4865,0140_nykvarn
4122600_vastra_odenslunda,2012,328245.85,0.179527559,948,0114_upplands_vasby
4133110_sanda,2008,328186.95,0.397260274,113,0114_upplands_vasby
1320220_svedbergsplan,2012,328180.95,0.48020654,775,0180_stockholm
3510270_ostra_arenberga,2013,328166.81,0.187134503,318,0191_sigtuna
5411900_hasthagen,2003,328104.25,0.416289593,287,0182_nacka
3610670_vasjoomradet,2012,328104.16,0.201438849,165,0163_sollentuna
5411140_jarla_industriomr,2005,328096.14,0.474926254,802,0182_nacka
1420230_sodra_namndhuset,2014,328058.7,0.462450593,1618,0180_stockholm
2110380_hagerstenshamnen,2007,328048.07,0.4,642,0180_stockholm
5630520_sodra_varmdolandet_stromma_bullando_alvsala_fagerdala_fagelbrolandet,2011,328036.3401,0.196858639,1329,0120_varmdo
4210410_vastra_ballsta,2006,328014.9,0.295620438,1799,0115_vallentuna
5713000_salems_glesbygd,2012,328011.98,0.196428571,142,0128_salem
5330410_utsalje,2007,327994.96,0.233592881,2287,0126_huddinge
5320120_trangsunds_smahus,2006,327957.72,0.27595319,3223,0126_huddinge
6320622_rosenborg,2008,327952.23,0.34375,91,0181_sodertalje
3324320_norra_nibble,2013,327903.16,0.311284047,1976,0123_jarfalla
4450230_hacksta,2008,327883.75,0.220440882,642,0117_osteraker
1010120_skeppsbron,2014,327814.05,0.431746032,430,0180_stockholm
3413810_bergsatra,2006,327804.18,0.354304636,411,0186_lidingo
1410150_bergsgruvan,2012,327795.48,0.467105263,1024,0180_stockholm
1140130_matteuskyrka,2006,327793.18,0.494274809,2568,0180_stockholm
4070130_tibblehojden,2014,327792.39,0.255780347,980,0139_upplands_bro
3522050_prastangen_och_hallsbo,2008,327757,0.312335958,579,0191_sigtuna
1120150_skandiahuset,2010,327754.74,0.502906977,469,0180_stockholm
5611150_sodra_gustavsberg_hasthagen,2014,327725.2919,0.303142329,3391,0120_varmdo
1110112_brunnsgatan_s,2012,327713.62,0.4,403,0180_stockholm
1310160_pontonjarparken,2006,327700.39,0.51538892,2320,0180_stockholm
5411610_skuru,2000,327635.95,0.393008475,1171,0182_nacka
4311810_rindo_centrum,2011,327626.13,0.322033898,406,0187_vaxholm
5211230_ramsdalen,2011,327618.29,0.229273286,1413,0136_haninge
1230310_olaus_petri_kyrka,2010,327616.12,0.539906103,3278,0180_stockholm
2110930_korpmossen,2008,327613.92,0.380478088,628,0180_stockholm
3710350_sodra_bergshamra,2010,327565.62,0.524701874,1650,0184_solna
3720750_charlottenburg,2014,327531.53,0.396203307,2111,0184_solna
3610210_vastra_viby,2004,327512.28,0.309073724,2395,0163_sollentuna
2250310_backlura,2008,327492.26,0.228945217,1661,0180_stockholm
1320140_s_t_eriksgatan,2009,327454.07,0.470066519,4303,0180_stockholm
3910840_vastra_ellagard,2007,327414.34,0.340659341,706,0160_taby
2210500_ballsta,2011,327408.28,0.242950108,563,0180_stockholm
3210500_lovo_glesbygd,2008,327395.13,0.280528053,396,0125_ekero
3346110_skalby,2010,327384.83,0.253018109,2651,0123_jarfalla
3335420_sandvik,2006,327353,0.275837989,1729,0123_jarfalla
1320410_vastra_kristineberg,2011,327329.1,0.502762431,2729,0180_stockholm
1410120_maria_kyrka,2010,327324.93,0.443987197,2970,0180_stockholm
5515220_inre_brevik_yttre_brevik,2008,327304.11,0.194244604,1521,0138_tyreso
4133310_vastra_bollstanas,2006,327298.86,0.216881594,1051,0114_upplands_vasby
3510260_norra_ekilla,2011,327274.77,0.143576826,587,0191_sigtuna
5414200_alta_gard,2005,327233.39,0.311320755,2204,0182_nacka
4280000_angarns_forsamling,2014,327232.48,0.200892857,326,0115_vallentuna
4450210_akerstorp,2013,327225.63,0.236756757,1303,0117_osteraker
1010140_stortorget,2011,327170.71,0.506343714,1299,0180_stockholm
3324200_berghem,2008,327138.82,0.278394535,1532,0123_jarfalla
1420110_hogalidskyrkan,2011,327129.12,0.512367491,4179,0180_stockholm
5340500_glomsta,2013,327118.07,0.252525253,1349,0126_huddinge
4451430_ostra_ryds_glesbygd,2012,327104.98,0.144444444,141,0117_osteraker
4450180_kungsangen,2007,327094.98,0.340399002,1126,0117_osteraker
3911660_visinge,2004,327092.02,0.320175439,1073,0160_taby
5620510_norra_ingaro_sodra_farstalandet,2006,327089.96,0.2079459,1333,0120_varmdo
3610830_sjoberg,2007,327088.7,0.363446257,3156,0163_sollentuna
5330331_smista_juringe,2012,327086.54,0.258184832,3189,0126_huddinge
3911020_vastra_roslags_nasby,2007,327060.73,0.418367347,127,0160_taby
1230320_tessinparken,2009,327059.18,0.514983864,3355,0180_stockholm
2210500_ballsta,2012,327017.88,0.259414226,586,0180_stockholm
3610931_tegelhagen,2006,326987.71,0.383540373,846,0163_sollentuna
3911790_runborg,2003,326972.02,0.328892006,1737,0160_taby
5211131_sodra_vendelso,2011,326969.79,0.209026128,1741,0136_haninge
5432700_norra_lannersta,2003,326947.32,0.329329329,1165,0182_nacka
4122210_norra_vilunda,2014,326910.31,0.258555133,804,0114_upplands_vasby
4122520_skalby,2013,326908.9,0.200764818,855,0114_upplands_vasby
2250310_backlura,2010,326885.8,0.23911187,1688,0180_stockholm
1320120_hemmet,2007,326856.38,0.462406015,1043,0180_stockholm
3610670_vasjoomradet,2010,326851.19,0.205673759,161,0163_sollentuna
5432400_krokhojden,2007,326847.51,0.302013423,670,0182_nacka
1420240_zinkensdamm,2012,326810.54,0.430232558,1800,0180_stockholm
3335100_norra_viksjo,2014,326773.54,0.255080589,2116,0123_jarfalla
2250340_hasselby_kyrka,2007,326768.82,0.340028694,1056,0180_stockholm
5511120_centrala_trollbacken,2008,326751.7,0.222641509,1069,0138_tyreso
5515010_oringe,2011,326730.96,0.2303207,1325,0138_tyreso
5311042_kynas,2008,326670.4,0.275880189,2498,0126_huddinge
2240632_spanga_gymnasium,2002,326614.51,0.367678193,1807,0180_stockholm
3610120_gillberga,2004,326555.14,0.279141104,1662,0163_sollentuna
1230210_djurgardsstaden,2012,326552.04,0.3,371,0180_stockholm
3610120_gillberga,2003,326523.48,0.277439024,1651,0163_sollentuna
1210210_roslagstulls_sjukhus,2014,326515.6,0.546781116,1566,0180_stockholm
3312230_skogstorp,2013,326493.58,0.278106509,935,0123_jarfalla
2160760_ostra_larsboda,2014,326450.86,0.218390805,138,0180_stockholm
3720910_skytteholm,2014,326431.06,0.344610092,2607,0184_solna
1110230_surbrunnsomradet,2009,326394.18,0.424675325,2158,0180_stockholm
5211210_vendelsomalm,2014,326347.91,0.179425837,2503,0136_haninge
4311830_skarpo,2005,326255.53,0.355421687,209,0187_vaxholm
1410130_swedenborgsgatan,2011,326254.33,0.448853069,4335,0180_stockholm
4210420_kragstalund,2010,326248.66,0.293363499,1694,0115_vallentuna
2120820_vastra_alvsjo,2005,326233.12,0.400410678,592,0180_stockholm
1430210_mosebacke,2010,326202.34,0.408955224,1726,0180_stockholm
3413300_stockby,2003,326191.79,0.355855856,262,0186_lidingo
3335210_ostra_viksjo,2006,326189.42,0.300254453,1080,0123_jarfalla
2240121_sodra_bromsten_n,2014,326172.38,0.23255814,450,0180_stockholm
1130150_polstjarnan,2005,326159.15,0.508974359,951,0180_stockholm
1420130_ludvigsberg,2013,326143.62,0.452631579,936,0180_stockholm
1230360_oregrundsgatan,2013,326101.42,0.556841389,2167,0180_stockholm
1120150_skandiahuset,2009,326094.79,0.49702381,451,0180_stockholm
2140330_svampvagen,2009,326070.46,0.378733572,1144,0180_stockholm
3110610_klockargarden,2005,326068.6,0.390988372,964,0162_danderyd
2220400_nockebyhov,2010,326060.85,0.471571906,2125,0180_stockholm
5630110_hemmesta,2009,326058.35,0.191733639,1221,0120_varmdo
4020000_lassa_forsamling,2013,326032.94,0.185314685,403,0139_upplands_bro
3910830_ava,2003,326024.36,0.415384615,350,0160_taby
1310150_landstingshuset,2008,326023.03,0.472175379,1691,0180_stockholm
5511160_sodra_hanviken,2008,325996.91,0.26754386,641,0138_tyreso
5630520_sodra_varmdolandet_stromma_bullando_alvsala_fagerdala_fagelbrolandet,2013,325968.8292,0.19017094,1341,0120_varmdo
1430130_blekingetappan,2012,325966.41,0.44836272,2042,0180_stockholm
1230300_hastgardet,2008,325935.2,0.518026565,1480,0180_stockholm
4070210_brunna_tatort,2014,325926.01,0.188911704,2768,0139_upplands_bro
5222500_smadalaro,2011,325921.84,0.2,329,0136_haninge
5611170_osbydalen,2014,325869.36,0.251768034,944,0120_varmdo
5423500_algo,2007,325831.31,0.36,470,0182_nacka
3250310_stenhamra,2012,325829.71,0.214412286,2409,0125_ekero
2140120_ostra_enskedefaltet,2005,325812.93,0.329113924,937,0180_stockholm
2110220_ostra_grondal,2014,325797.94,0.467383337,5331,0180_stockholm
1230210_djurgardsstaden,2005,325785.84,0.315352697,358,0180_stockholm
6210490_trehorningen_mm,2014,325774.61,0.217391304,851,0192_nynashamn
3911680_erikslund,2010,325770.42,0.310513447,616,0160_taby
4450140_kullen,2012,325699.42,0.275675676,281,0117_osteraker
2130502_orby_s,2006,325694.41,0.321230769,2139,0180_stockholm
3220270_sandudden,2001,325693.34,0.371069182,336,0125_ekero
3541000_sankt_pers_forsamling,2011,325691.72,0.185897436,393,0191_sigtuna
6320940_viksberg,2011,325682.5,0.193832599,883,0181_sodertalje
4451250_svinninge,2008,325636.06,0.223168654,720,0117_osteraker
1210171_stureparken_o,2004,325593.87,0.493403694,570,0180_stockholm
5411600_duvnas_utskog,2004,325564.52,0.351606805,700,0182_nacka
3610650_ovriga_edsberg,2008,325549.78,0.341880342,891,0163_sollentuna
5222500_smadalaro,2010,325546.32,0.197424893,322,0136_haninge
1110220_vanadislunden,2007,325486.55,0.470930233,3762,0180_stockholm
2160830_vastra_skondal,2007,325461.07,0.297475302,1232,0180_stockholm
1120150_skandiahuset,2008,325430.06,0.494047619,449,0180_stockholm
3910780_ostra_ensta,2001,325406.42,0.384236453,570,0160_taby
4450240_skansta,2012,325383.9,0.214214214,1362,0117_osteraker
3250201_hilleshogs_fd_forsamling,2014,325365.2,0.245783133,617,0125_ekero
3610951_vastra_helenelund,2004,325348.76,0.359417652,1422,0163_sollentuna
5432100_eknas,2006,325333.37,0.328722539,1607,0182_nacka
2210700_mariehall,2011,325319.42,0.328998073,2526,0180_stockholm
3220270_sandudden,2000,325310.38,0.383116883,324,0125_ekero
3910190_lahall,2000,325299.33,0.417670683,626,0160_taby
4311661_ytterby_overby,2003,325266.37,0.269592476,1101,0187_vaxholm
3413130_stureplatan,2001,325242.8,0.448453608,626,0186_lidingo
3324320_norra_nibble,2012,325220.9,0.302982732,1973,0123_jarfalla
3346120_ormbacka,2009,325161.14,0.329931973,668,0123_jarfalla
4060000_hatuna_forsamling,2014,325158.26,0.190615836,454,0139_upplands_bro
1230120_historiska_musuet,2003,325145.29,0.475399754,2327,0180_stockholm
3910110_vastra_nasbypark,2001,325143.12,0.466340269,1118,0160_taby
1320140_s_t_eriksgatan,2008,325124.07,0.468740182,4279,0180_stockholm
3312300_molnsattra,2009,325107.52,0.231270358,408,0123_jarfalla
4070130_tibblehojden,2013,325068.29,0.263988522,979,0139_upplands_bro
2140210_vastra_enskede_gard,2011,325046.52,0.406437126,1713,0180_stockholm
3110110_ostra_enebyberg,2000,325046.11,0.476733977,1636,0162_danderyd
3610540_skalby,2007,324977.76,0.394994559,1255,0163_sollentuna
4070170_kungsangens_glesbygd_rankhus,2008,324971.36,0.211206897,283,0139_upplands_bro
1320420_thorildsplan,2013,324957.64,0.468872686,2203,0180_stockholm
4133120_ostra_odenslunda,2011,324956.57,0.217922607,1285,0114_upplands_vasby
1420360_skoldgatan_nord,2014,324918.33,0.390784983,844,0180_stockholm
2160530_gubbangens_gard,2008,324915.86,0.2228739,443,0180_stockholm
2240200_flysta,2006,324909.65,0.313173157,1486,0180_stockholm
3346110_skalby,2009,324904.33,0.23973974,2636,0123_jarfalla
5255121_jagartorp,2012,324844.52,0.207678883,870,0136_haninge
1420410_langholmen,2009,324837.56,0.35106383,117,0180_stockholm
5511120_centrala_trollbacken,2010,324833.44,0.24535316,1112,0138_tyreso
1210131_danderydsplan_v,2001,324784.03,0.440914867,1030,0180_stockholm
2140340_sandsborg,2014,324763.13,0.358144552,1177,0180_stockholm
5511120_centrala_trollbacken,2009,324756.6,0.234643735,1096,0138_tyreso
1420420_reimersholme,2010,324749.6,0.574433657,1930,0180_stockholm
1130170_betlehemskyrkan,2006,324735.38,0.477227723,1307,0180_stockholm
5712220_ostra_ronninge,2004,324720.12,0.348508634,773,0128_salem
2160760_ostra_larsboda,2013,324710.64,0.230769231,134,0180_stockholm
3720710_rasunda_kyrka_sodra_rasunda,2010,324703.3028,0.439312567,3805,0184_solna
1430230_katarina_kyrka,2007,324678.64,0.432903226,2020,0180_stockholm
5630520_sodra_varmdolandet_stromma_bullando_alvsala_fagerdala_fagelbrolandet,2012,324642.4234,0.194942044,1351,0120_varmdo
1440120_sofia_kyrka,2013,324624,0.447475832,6101,0180_stockholm
2150720_pungpinan,2006,324607.14,0.408308004,1243,0180_stockholm
4133200_frestaby,2007,324592.74,0.181640625,1261,0114_upplands_vasby
